3,,4,,Baseline 100%T,,blank,,3,,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,
800,0.0110818278,800,6.373593351E-5,800,0.005753592122,800,0.0006918096333,800,0.005257188343,
799,0.01126560103,799,1.941451956E-6,799,0.005554228555,799,0.001085615368,799,0.005330427084,
798,0.01107704826,798,3.735505743E-5,798,0.005578665528,798,0.0008583721938,798,0.005288054701,
797,0.01127705164,797,6.733462214E-5,797,0.005587501917,797,0.00103984063,797,0.005444515031,
796,0.01126613282,796,7.55876863E-6,796,0.005751283839,796,0.0009638974443,796,0.005113367457,
795,0.01113730483,795,8.65713082E-5,795,0.005521665327,795,0.001032964559,795,0.005581864156,
794,0.01132912561,794,0.0001353529369,794,0.005583306309,794,0.0008055154467,794,0.005359254312,
793,0.0111764539,793,0.0001107542921,793,0.005529582966,793,0.001057797112,793,0.005455681589,
792,0.01120357309,792,0.0003065721539,792,0.005382395815,792,0.001239660429,792,0.005648968741,
791,0.01118436921,791,7.616319635E-5,791,0.005449993536,791,0.001065867371,791,0.005460714921,
